Product Code,Product Name,Variant,Expected,Counted
6060,???????????? 60x60,???????????,,
6060,???????????? 60x60,???,,
9999,Singmang Semi-Automatic Divider Rounder,,0,
ABC001,ABC Beer,can,,
ABC001,ABC Beer,Case,,
b0001,Bank Charge,,0,
b001,???????,,0,
b002,????,,0,
b003,???,,0,
b004,?????,,0,
Coca,Coca,can,,
Coca,Coca,Case,3,4
DK001,Mocha,,0,
DK02,Coco cola,can,,
DK02,Coco cola,Case,,
DK03,Pepsi,can,,
DK03,Pepsi,Case,,
leang,leang,can,,
leang,leang,Case,3,4
mouytest,mouy-test,,0,
mouytest1,mouy-test1,,0,
ug0010-00024-jjkhgrr5555,kklkkkk,,0,
